chapter,para_id,text,bert_pos,bert_neg,bert_score,n_tokens,nrc_sent,bing_sent,afinn_sent,lexicon_mean
5,79,and the bets stood a hundred and fifty and two hundred to one; and a,0.5662615299224854,0.43373847007751465,0.1325230598449707,15,0,0,0,0
5,80,week after his departure an incident occurred which deprived him of,0.00746234226971864,0.9925376772880554,-0.9850753350183368,11,-0.09090909090909091,-0.09090909090909091,0,-0.06060606060606061
5,81,backers at any price.,0.8096579909324646,0.1903420090675354,0.6193159818649292,4,0,0,0,0
5,83,The commissioner of police was sitting in his office at nine o clock,0.19667433202266693,0.8033257126808167,-0.6066513806581497,13,0.07692307692307693,0,0,0.025641025641025644
5,84,"one evening, when the following telegraphic dispatch was put into his",0.06307820975780487,0.936921775341034,-0.8738435655832291,11,0,0,0,0
5,85,hands:,0.8301540613174438,0.16984590888023376,0.6603081524372101,1,0,0,0,0
5,87,_Suez to London._,0.9115583896636964,0.08844157308340073,0.8231168165802956,3,0,0,0,0
5,90,"ROWAN, COMMISSIONER OF POLICE, SCOTLAND YARD:",0.8316112160682678,0.16838879883289337,0.6632224172353745,6,0.16666666666666666,0,0,0.05555555555555555
5,91,"I ve found the bank robber, Phileas Fogg. Send without delay",0.8329247832298279,0.1670752316713333,0.6658495515584946,11,-0.09090909090909091,-0.09090909090909091,-0.2727272727272727,-0.15151515151515152
5,92,warrant of arrest to Bombay.,0.6143490076065063,0.3856509029865265,0.22869810461997983,5,-0.2,0,-0.4,-0.20000000000000004
5,95,"FIX, _Detective_.",0.3524434268474579,0.6475566029548645,-0.2951131761074066,2,0,0,0,0
5,98,The effect of this dispatch was instantaneous. The polished gentleman,0.9988150596618652,0.00118500564713031,0.9976300540147348,10,0.2,0.1,0,0.10000000000000002
5,99,"disappeared to give place to the bank robber. His photograph, which was",0.01235379837453365,0.987646222114563,-0.9752924237400292,12,-0.08333333333333333,0,-0.25,-0.1111111111111111
5,100,"hung with those of the rest of the members at the Reform Club, was",0.2199607640504837,0.7800391912460327,-0.560078427195549,14,0.14285714285714285,0,0,0.047619047619047616
5,101,"minutely examined, and it betrayed, feature by feature, the description",0.05274964496493339,0.9472504258155824,-0.8945007808506489,10,0.2,0,-0.3,-0.033333333333333326
5,102,of the robber which had been provided to the police. The mysterious,0.5152409076690674,0.48475906252861023,0.03048184514045715,12,0,-0.08333333333333333,-0.16666666666666666,-0.08333333333333333
5,103,"habits of Phileas Fogg were recalled; his solitary ways, his sudden",0.9155558943748474,0.0844440758228302,0.8311118185520172,11,0,0,0,0
5,104,"departure; and it seemed clear that, in undertaking a tour round the",0.04283300787210464,0.9571670293807985,-0.9143340215086936,12,-0.08333333333333333,0.08333333333333333,0.08333333333333333,0.027777777777777776
5,105,"world on the pretext of a wager, he had had no other end in view than",0.09655935317277908,0.9034406542778016,-0.8068813011050224,16,0,0,-0.0625,-0.020833333333333332
5,106,"to elude the detectives, and throw them off his track.",0.08643516153097153,0.9135648012161256,-0.827129639685154,10,0,0,0,0
10,1,CHAPTER X.,0.8780428767204285,0.12195716798305511,0.7560857087373734,2,0,0,0,0
10,2,IN WHICH PASSEPARTOUT IS ONLY TOO GLAD TO GET OFF WITH THE LOSS OF HIS,0.00746347941458225,0.9925365447998048,-0.9850730653852224,15,0,0,0,0
10,3,SHOES,0.9302806854248048,0.0697193369269371,0.8605613484978676,1,0,0,0,0
10,6,"Everybody knows that the great reversed triangle of land, with its base",0.9601903557777404,0.0398096963763237,0.9203806594014168,12,0.08333333333333333,0.08333333333333333,0.25,0.13888888888888887
10,7,"in the north and its apex in the south, which is called India, embraces",0.9937924742698668,0.00620751082897186,0.9875849634408952,14,0,0,0,0
10,8,"fourteen hundred thousand square miles, upon which is spread unequally",0.8801974058151245,0.11980261653661728,0.7603947892785072,10,0,0,0,0
10,9,a population of one hundred and eighty millions of souls. The British,0.9208587408065796,0.07914126664400101,0.8417174741625786,12,0.08333333333333333,0,0,0.027777777777777776
10,10,Crown exercises a real and despotic dominion over the larger portion of,0.9890406727790833,0.01095932349562645,0.9780813492834568,12,0,-0.08333333333333333,0,-0.027777777777777776
10,11,"this vast country, and has a governor-general stationed at Calcutta,",0.9813202619552612,0.01867973431944847,0.9626405276358128,11,0.09090909090909091,0,0,0.030303030303030304
10,12,"governors at Madras, Bombay, and in Bengal, and a lieutenant-governor",0.9686174988746644,0.03138256072998047,0.9372349381446838,11,0,0,0,0
10,13,at Agra.,0.9700270891189576,0.0299728587269783,0.9400542303919792,2,0,0,0,0
10,15,"But British India, properly so called, only embraces seven hundred",0.6348934173583984,0.3651065528392792,0.26978686451911926,10,0,0.1,0,0.03333333333333333
10,16,"thousand square miles, and a population of from one hundred to one",0.8168726563453674,0.18312740325927737,0.6337452530860901,12,0.08333333333333333,0,0,0.027777777777777776
10,17,hundred and ten millions of inhabitants. A considerable portion of,0.9772108793258668,0.02278914116322994,0.9544217381626368,10,0.1,0,0,0.03333333333333333
10,18,India is still free from British authority; and there are certain,0.9734405279159546,0.02655944973230362,0.946881078183651,11,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.15151515151515152
10,19,ferocious rajahs in the interior who are absolutely independent. The,0.9972724318504332,0.00272754556499421,0.9945448862854392,10,0,0,0,0
10,20,"celebrated East India Company was all-powerful from 1756, when the",0.996764063835144,0.00323593872599303,0.993528125109151,11,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.2727272727272727
10,21,English first gained a foothold on the spot where now stands the city,0.9791032671928406,0.02089672908186912,0.9582065381109716,13,0,0.07692307692307693,0.15384615384615385,0.07692307692307693
10,22,"of Madras, down to the time of the great Sepoy insurrection. It",0.9264607429504396,0.07353929430246353,0.8529214486479759,12,-0.08333333333333333,0,0.25,0.05555555555555556
10,23,"gradually annexed province after province, purchasing them of the",0.829246997833252,0.17075303196907043,0.6584939658641815,9,0,0,0,0
10,24,"native chiefs, whom it seldom paid, and appointed the governor-general",0.648673951625824,0.351326048374176,0.29734790325164795,11,0.09090909090909091,0,0,0.030303030303030304
10,25,"and his subordinates, civil and military. But the East India Company",0.8540658354759216,0.14593414962291718,0.7081316858530045,11,0.09090909090909091,0,0,0.030303030303030304
10,26,"has now passed away, leaving the British possessions in India directly",0.1207760125398636,0.8792239427566528,-0.7584479302167892,11,0,0,0,0
10,27,"under the control of the Crown. The aspect of the country, as well as",0.9922316074371338,0.00776832737028598,0.9844632800668478,14,0,0.07142857142857142,0,0.023809523809523808
10,28,"the manners and distinctions of race, is daily changing.",0.9811577200889589,0.01884224638342857,0.9623154737055302,9,0.1111111111111111,0,0,0.037037037037037035
10,30,Formerly one was obliged to travel in India by the old cumbrous methods,0.04221674054861069,0.9577832818031312,-0.9155665412545204,13,0,0,0,0
10,31,"of going on foot or on horseback, in palanquins or unwieldy coaches;",0.15699821710586548,0.8430017828941345,-0.686003565788269,12,0,-0.08333333333333333,0,-0.027777777777777776
10,32,"now fast steamboats ply on the Indus and the Ganges, and a great",0.991684079170227,0.0083159115165472,0.9833681676536798,13,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.15384615384615385
10,33,"railway, with branch lines joining the main line at many points on its",0.9775692820549012,0.02243071049451828,0.9551385715603828,13,0.07692307692307693,0,0,0.025641025641025644
10,34,"route, traverses the peninsula from Bombay to Calcutta in three days.",0.9724990129470824,0.02750099450349807,0.9449980184435844,11,0,0,0,0
10,35,This railway does not run in a direct line across India. The distance,0.2155725508928299,0.7844274044036865,-0.5688548535108566,13,0,0,0,0
10,36,"between Bombay and Calcutta, as the bird flies, is only from one",0.22069621086120603,0.7793037295341492,-0.5586075186729431,12,0,0,0,0
10,37,thousand to eleven hundred miles; but the deflections of the road,0.22561763226985931,0.7743824124336243,-0.548764780163765,11,0,0,0,0
10,38,increase this distance by more than a third.,0.980649471282959,0.01935047283768654,0.9612989984452724,8,0.125,0,0.125,0.08333333333333333
10,40,The general route of the Great Indian Peninsula Railway is as follows:,0.6864129900932312,0.313586950302124,0.3728260397911072,12,0.08333333333333333,0.08333333333333333,0.25,0.13888888888888887
10,41,"Leaving Bombay, it passes through Salcette, crossing to the continent",0.9905927777290344,0.00940720178186893,0.9811855759471656,10,0,0,0,0
10,42,"opposite Tannah, goes over the chain of the Western Ghauts, runs thence",0.8538379073143005,0.14616209268569946,0.7076758146286011,12,0,0,0,0
10,43,"north-east as far as Burhampoor, skirts the nearly independent",0.9639588594436646,0.03604114428162575,0.9279177151620388,10,0,0,0,0
10,44,"territory of Bundelcund, ascends to Allahabad, turns thence eastwardly,",0.857809841632843,0.14219020307064056,0.7156196385622025,9,0,0,0,0
10,45,"meeting the Ganges at Benares, then departs from the river a little,",0.9436928033828736,0.05630714446306228,0.8873856589198112,12,0,0,0,0
10,46,"and, descending south-eastward by Burdivan and the French town of",0.9323872327804564,0.06761278212070465,0.8647744506597519,11,0,0,0,0
10,47,"Chandernagor, has its terminus at Calcutta.",0.7490296959877014,0.2509703040122986,0.4980593919754028,6,0,0,0,0
10,49,The passengers of the  Mongolia  went ashore at half-past four p.m.; at,0.1681259125471115,0.8318740725517273,-0.6637481600046158,13,0,0,0,0
10,50,exactly eight the train would start for Calcutta.,0.8832781910896301,0.11672180145978928,0.7665563896298409,8,0,0,0,0
10,52,"Mr. Fogg, after bidding good-bye to his whist partners, left the",0.2005411237478256,0.799458920955658,-0.5989177972078323,12,0.08333333333333333,0.08333333333333333,0.25,0.13888888888888887
10,53,"steamer, gave his servant several errands to do, urged it upon him to",0.9613842368125916,0.03861578181385994,0.9227684549987316,13,-0.07692307692307693,0,0,-0.025641025641025644
10,54,"be at the station promptly at eight, and, with his regular step, which",0.8447974324226379,0.15520252287387848,0.6895949095487595,13,0,0.07692307692307693,0,0.025641025641025644
10,55,"beat to the second, like an astronomical clock, directed his steps to",0.3096020221710205,0.6903980374336243,-0.38079601526260376,12,0,0.08333333333333333,0.16666666666666666,0.08333333333333333
10,56,"the passport office. As for the wonders of Bombay its famous city hall,",0.9978121519088744,0.00218787044286727,0.9956242814660072,13,0.07692307692307693,0.15384615384615385,0,0.07692307692307693
10,57,"its splendid library, its forts and docks, its bazaars, mosques,",0.9982268214225768,0.00177316437475383,0.9964536570478232,10,0.2,0.1,0.3,0.20000000000000004
10,58,"synagogues, its Armenian churches, and the noble pagoda on Malabar",0.9913787841796876,0.00862116925418377,0.9827576149255036,10,0.1,0.1,0.2,0.13333333333333333
10,59,"Hill, with its two polygonal towers he cared not a straw to see them.",0.9862729907035828,0.01372693385928869,0.972546056844294,14,0,0,0,0
10,60,"He would not deign to examine even the masterpieces of Elephanta, or",0.42736396193504333,0.572636067867279,-0.14527210593223572,12,0,0,0.3333333333333333,0.1111111111111111
10,61,"the mysterious hypogea, concealed south-east from the docks, or those",0.5840924978256226,0.41590750217437744,0.16818499565124512,11,-0.09090909090909091,-0.09090909090909091,0,-0.06060606060606061
10,62,"fine remains of Buddhist architecture, the Kanherian grottoes of the",0.992999792098999,0.00700018461793661,0.9859996074810624,11,0,0.09090909090909091,0.18181818181818182,0.0909090909090909
10,63,island of Salcette.,0.9260683059692384,0.0739317387342453,0.852136567234993,3,0,0,0,0
10,65,"Having transacted his business at the passport office, Phileas Fogg",0.559694230556488,0.4403057098388672,0.11938852071762084,10,0,0,0,0
10,66,"repaired quietly to the railway station, where he ordered dinner. Among",0.6697220802307129,0.33027786016464233,0.33944422006607056,11,0.09090909090909091,0,0,0.030303030303030304
10,67,"the dishes served up to him, the landlord especially recommended a",0.9924397468566896,0.00756027130410075,0.9848794755525888,11,0,0.09090909090909091,0.18181818181818182,0.0909090909090909
10,68,"certain giblet of  native rabbit,  on which he prided himself.",0.9619892835617064,0.03801075369119644,0.92397852987051,10,0,0,0.1,0.03333333333333333
10,70,"Mr. Fogg accordingly tasted the dish, but, despite its spiced sauce,",0.1766461879014969,0.8233538269996643,-0.6467076390981674,11,0,0,0,0
10,71,"found it far from palatable. He rang for the landlord, and, on his",0.00258916616439819,0.9974108338356018,-0.9948216676712036,13,0.15384615384615385,0,0,0.05128205128205129
10,72,"appearance, said, fixing his clear eyes upon him,  Is this rabbit,",0.9613407254219056,0.03865928202867508,0.9226814433932304,11,0,0.09090909090909091,0.09090909090909091,0.06060606060606061
10,73,sir?,0.14598454535007477,0.8540154695510864,-0.7080309242010117,1,1,0,0,0.3333333333333333
10,75,"Yes, my lord,  the rogue boldly replied,  rabbit from the jungles.",0.6752591133117676,0.3247408866882324,0.35051822662353516,12,-0.08333333333333333,-0.08333333333333333,0.25,0.02777777777777778
10,77,And this rabbit did not mew when he was killed?,0.01590466126799583,0.9840953946113586,-0.9681907333433628,10,0,-0.1,-0.3,-0.13333333333333333
10,79,"Mew, my lord! What, a rabbit mew! I swear to you",0.04179715737700462,0.9582028388977052,-0.9164056815207005,12,0.08333333333333333,0,-0.16666666666666666,-0.027777777777777776
10,81,"Be so good, landlord, as not to swear, but remember this: cats were",0.6346700191497803,0.3653300106525421,0.26934000849723816,13,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.10256410256410257
10,82,"formerly considered, in India, as sacred animals. That was a good",0.9974518418312072,0.00254817423410713,0.9949036675971,11,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.15151515151515152
10,83,time.,0.9837900996208192,0.0162099115550518,0.9675801880657672,1,0,0,0,0
10,85,"For the cats, my lord?",0.21368804574012756,0.7863119840621948,-0.5726239383220673,6,0,0,0,0
10,87,Perhaps for the travellers as well!,0.9889147877693176,0.01108519453555345,0.9778295932337642,6,0,0.16666666666666666,0,0.05555555555555555
10,89,After which Mr. Fogg quietly continued his dinner. Fix had gone on,0.7911445498466492,0.20885543525218964,0.5822891145944595,12,0.08333333333333333,0,0,0.027777777777777776
10,90,"shore shortly after Mr. Fogg, and his first destination was the",0.8929086327552795,0.10709135979413986,0.7858172729611397,11,0.09090909090909091,0,0,0.030303030303030304
10,91,headquarters of the Bombay police. He made himself known as a London,0.9848700761795044,0.01512998342514038,0.969740092754364,12,0.08333333333333333,0,0,0.027777777777777776
10,92,"detective, told his business at Bombay, and the position of affairs",0.9823724627494812,0.01762752793729305,0.964744934812188,11,0,0,0,0
10,93,"relative to the supposed robber, and nervously asked if a warrant had",0.02797594107687473,0.9720240235328674,-0.9440480824559928,12,-0.08333333333333333,-0.08333333333333333,-0.3333333333333333,-0.16666666666666666
10,94,"arrived from London. It had not reached the office; indeed, there had",0.01737293787300586,0.9826270937919616,-0.9652541559189558,12,0,0,0.08333333333333333,0.027777777777777776
10,95,"not yet been time for it to arrive. Fix was sorely disappointed, and",0.00183728046249598,0.9981626868247986,-0.9963254063623026,13,-0.15384615384615385,-0.15384615384615385,-0.15384615384615385,-0.15384615384615385
10,96,tried to obtain an order of arrest from the director of the Bombay,0.01803777739405632,0.981962263584137,-0.9639244861900806,13,0,0,-0.15384615384615385,-0.05128205128205129
10,97,"police. This the director refused, as the matter concerned the London",0.1538781225681305,0.8461219072341919,-0.6922437846660614,11,0.09090909090909091,-0.18181818181818182,-0.09090909090909091,-0.06060606060606061
10,98,"office, which alone could legally deliver the warrant. Fix did not",0.10925547778606416,0.8907445073127747,-0.7814890295267105,11,0,0,-0.09090909090909091,-0.030303030303030304
10,99,"insist, and was fain to resign himself to await the arrival of the",0.136520117521286,0.8634799122810364,-0.7269597947597504,13,0,0,-0.15384615384615385,-0.05128205128205129
10,100,important document; but he was determined not to lose sight of the,0.995143175125122,0.0048568295314908,0.9902863455936312,12,0.08333333333333333,0,0.3333333333333333,0.13888888888888887
10,101,mysterious rogue as long as he stayed in Bombay. He did not doubt for a,0.9942455887794496,0.00575437257066369,0.9884912162087858,15,-0.13333333333333333,-0.2,-0.06666666666666667,-0.13333333333333333
10,102,"moment, any more than Passepartout, that Phileas Fogg would remain",0.05812559649348259,0.9418743252754213,-0.8837487287819386,10,0,0,0,0
10,103,"there, at least until it was time for the warrant to arrive.",0.097408227622509,0.9025917053222656,-0.8051834776997566,12,0,0,0,0
10,105,"Passepartout, however, had no sooner heard his master s orders on",0.17423288524150848,0.8257670998573303,-0.6515342146158218,11,0.09090909090909091,0.09090909090909091,-0.09090909090909091,0.030303030303030304
10,106,leaving the  Mongolia  than he saw at once that they were to leave,0.26380595564842224,0.7361940741539001,-0.4723881185054779,13,-0.07692307692307693,0,-0.07692307692307693,-0.05128205128205129
10,107,"Bombay as they had done Suez and Paris, and that the journey would be",0.993707537651062,0.00629246002063155,0.9874150776304303,14,0.07142857142857142,0,0,0.023809523809523808
10,108,"extended at least as far as Calcutta, and perhaps beyond that place. He",0.9527648687362672,0.04723510891199112,0.905529759824276,13,0,0,0,0
10,109,began to ask himself if this bet that Mr. Fogg talked about was not,0.00952062848955392,0.9904794096946716,-0.9809587812051176,14,0,0,0,0
