chapter,para_id,text,bert_pos,bert_neg,bert_score
5,49,the winds and fogs? Is it uncommon for the best ocean steamers to be,0.36000970005989075,0.6399903297424316,-0.2799806296825409
5,50,two or three days behind time? But a single delay would suffice to,0.0468938983976841,0.9531061053276062,-0.9062122069299221
5,51,fatally break the chain of communication; should Phileas Fogg once,0.006681286729872227,0.9933186769485474,-0.9866373902186751
5,52,"miss, even by an hour; a steamer, he would have to wait for the next,",0.014521529898047447,0.9854785203933716,-0.9709569904953241
5,53,and that would irrevocably render his attempt vain.,0.0027866356540471315,0.9972134232521057,-0.9944267875980586
5,54,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,55,"This article made a great deal of noise, and, being copied into all the",0.0032970826141536236,0.9967029690742493,-0.9934058864600956
5,56,"papers, seriously depressed the advocates of the rash tourist.",0.0015200431225821376,0.9984800219535828,-0.9969599788310006
5,57,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,58,"Everybody knows that England is the world of betting men, who are of a",0.7385733127593994,0.2614266276359558,0.4771466851234436
5,59,higher class than mere gamblers; to bet is in the English temperament.,0.9905937314033508,0.00940635520964861,0.9811873761937022
5,60,"Not only the members of the Reform, but the general public, made heavy",0.013137049973011017,0.9868628978729248,-0.9737258478999138
5,61,"wagers for or against Phileas Fogg, who was set down in the betting",0.11730816960334778,0.8826918601989746,-0.7653836905956268
5,62,"books as if he were a race-horse. Bonds were issued, and made their",0.08610112220048904,0.9138988256454468,-0.8277977034449577
5,63,appearance on  Change;  Phileas Fogg bonds  were offered at par or at a,0.09000859409570694,0.9099913835525513,-0.8199827894568443
5,64,"premium, and a great business was done in them. But five days after the",0.9236596822738647,0.07634032517671585,0.8473193570971489
5,65,"article in the bulletin of the Geographical Society appeared, the",0.8586584329605103,0.14134156703948975,0.7173168659210205
5,66,demand began to subside:  Phileas Fogg  declined. They were offered by,0.16792574524879456,0.8320742249488831,-0.6641484797000885
5,67,"packages, at first of five, then of ten, until at last nobody would",0.07472813129425049,0.9252718687057495,-0.850543737411499
5,68,"take less than twenty, fifty, a hundred!",0.036696430295705795,0.9633035063743591,-0.9266070760786533
5,69,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,70,"Lord Albemarle, an elderly paralytic gentleman, was now the only",0.21237842738628387,0.7876216173171997,-0.5752431899309158
5,71,"advocate of Phileas Fogg left. This noble lord, who was fastened to his",0.6610158085823059,0.3389841914176941,0.3220316171646118
5,72,"chair, would have given his fortune to be able to make the tour of the",0.3764031231403351,0.6235969066619873,-0.24719378352165222
5,73,"world, if it took ten years; and he bet five thousand pounds on Phileas",0.20000234246253967,0.7999976277351379,-0.5999952852725983
5,74,Fogg. When the folly as well as the uselessness of the adventure was,0.002104944782331586,0.9978950023651123,-0.9957900575827807
5,75,"pointed out to him, he contented himself with replying,  If the thing",0.6242807507514954,0.37571918964385986,0.2485615611076355
5,76,"is feasible, the first to do it ought to be an Englishman. ",0.7401813268661499,0.2598187327384949,0.48036259412765503
5,77,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,78,"The Fogg party dwindled more and more, everybody was going against him,",0.0026411917060613632,0.9973587393760681,-0.9947175476700068
5,79,and the bets stood a hundred and fifty and two hundred to one; and a,0.5662615299224854,0.43373847007751465,0.1325230598449707
5,80,week after his departure an incident occurred which deprived him of,0.007462342269718647,0.9925376772880554,-0.9850753350183368
5,81,backers at any price.,0.8096579909324646,0.1903420090675354,0.6193159818649292
5,82,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,83,The commissioner of police was sitting in his office at nine o clock,0.19667433202266693,0.8033257126808167,-0.6066513806581497
5,84,"one evening, when the following telegraphic dispatch was put into his",0.06307820975780487,0.9369217753410339,-0.8738435655832291
5,85,hands:,0.8301540613174438,0.16984590888023376,0.6603081524372101
5,86,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,87,_Suez to London._,0.9115583896636963,0.08844157308340073,0.8231168165802956
5,88,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,89,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,90,"ROWAN, COMMISSIONER OF POLICE, SCOTLAND YARD:",0.8316112160682678,0.16838879883289337,0.6632224172353745
5,91,"I ve found the bank robber, Phileas Fogg. Send without delay",0.8329247832298279,0.1670752316713333,0.6658495515584946
5,92,warrant of arrest to Bombay.,0.6143490076065063,0.3856509029865265,0.22869810461997986
5,93,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,94,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,95,"FIX, _Detective_.",0.3524434268474579,0.6475566029548645,-0.2951131761074066
5,96,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,97,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,98,The effect of this dispatch was instantaneous. The polished gentleman,0.9988150596618652,0.0011850056471303105,0.9976300540147349
5,99,"disappeared to give place to the bank robber. His photograph, which was",0.012353798374533653,0.987646222114563,-0.9752924237400293
5,100,"hung with those of the rest of the members at the Reform Club, was",0.2199607640504837,0.7800391912460327,-0.560078427195549
5,101,"minutely examined, and it betrayed, feature by feature, the description",0.052749644964933395,0.9472504258155823,-0.8945007808506489
5,102,of the robber which had been provided to the police. The mysterious,0.5152409076690674,0.48475906252861023,0.030481845140457153
5,103,"habits of Phileas Fogg were recalled; his solitary ways, his sudden",0.9155558943748474,0.0844440758228302,0.8311118185520172
5,104,"departure; and it seemed clear that, in undertaking a tour round the",0.042833007872104645,0.9571670293807983,-0.9143340215086937
5,105,"world on the pretext of a wager, he had had no other end in view than",0.09655935317277908,0.9034406542778015,-0.8068813011050224
5,106,"to elude the detectives, and throw them off his track.",0.08643516153097153,0.9135648012161255,-0.827129639685154
5,107,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,108,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,109,,0.8014202117919922,0.19857975840568542,0.6028404533863068
5,110,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,1,CHAPTER X.,0.8780428767204285,0.12195716798305511,0.7560857087373734
10,2,IN WHICH PASSEPARTOUT IS ONLY TOO GLAD TO GET OFF WITH THE LOSS OF HIS,0.0074634794145822525,0.9925365447998047,-0.9850730653852224
10,3,SHOES,0.9302806854248047,0.0697193369269371,0.8605613484978676
10,4,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,5,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,6,"Everybody knows that the great reversed triangle of land, with its base",0.9601903557777405,0.0398096963763237,0.9203806594014168
10,7,"in the north and its apex in the south, which is called India, embraces",0.9937924742698669,0.006207510828971863,0.9875849634408951
10,8,"fourteen hundred thousand square miles, upon which is spread unequally",0.8801974058151245,0.11980261653661728,0.7603947892785072
10,9,a population of one hundred and eighty millions of souls. The British,0.9208587408065796,0.07914126664400101,0.8417174741625786
10,10,Crown exercises a real and despotic dominion over the larger portion of,0.9890406727790833,0.01095932349562645,0.9780813492834568
10,11,"this vast country, and has a governor-general stationed at Calcutta,",0.9813202619552612,0.01867973431944847,0.9626405276358128
10,12,"governors at Madras, Bombay, and in Bengal, and a lieutenant-governor",0.9686174988746643,0.03138256072998047,0.9372349381446838
10,13,at Agra.,0.9700270891189575,0.029972858726978302,0.9400542303919792
10,14,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,15,"But British India, properly so called, only embraces seven hundred",0.6348934173583984,0.3651065528392792,0.26978686451911926
10,16,"thousand square miles, and a population of from one hundred to one",0.8168726563453674,0.18312740325927734,0.6337452530860901
10,17,hundred and ten millions of inhabitants. A considerable portion of,0.9772108793258667,0.022789141163229942,0.9544217381626368
10,18,India is still free from British authority; and there are certain,0.9734405279159546,0.02655944973230362,0.946881078183651
10,19,ferocious rajahs in the interior who are absolutely independent. The,0.9972724318504333,0.002727545564994216,0.9945448862854391
10,20,"celebrated East India Company was all-powerful from 1756, when the",0.996764063835144,0.0032359387259930372,0.993528125109151
10,21,English first gained a foothold on the spot where now stands the city,0.9791032671928406,0.020896729081869125,0.9582065381109715
10,22,"of Madras, down to the time of the great Sepoy insurrection. It",0.9264607429504395,0.07353929430246353,0.8529214486479759
10,23,"gradually annexed province after province, purchasing them of the",0.829246997833252,0.17075303196907043,0.6584939658641815
10,24,"native chiefs, whom it seldom paid, and appointed the governor-general",0.648673951625824,0.351326048374176,0.29734790325164795
10,25,"and his subordinates, civil and military. But the East India Company",0.8540658354759216,0.14593414962291718,0.7081316858530045
10,26,"has now passed away, leaving the British possessions in India directly",0.12077601253986359,0.8792239427566528,-0.7584479302167892
10,27,"under the control of the Crown. The aspect of the country, as well as",0.9922316074371338,0.007768327370285988,0.9844632800668478
10,28,"the manners and distinctions of race, is daily changing.",0.9811577200889587,0.018842246383428574,0.9623154737055302
10,29,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,30,Formerly one was obliged to travel in India by the old cumbrous methods,0.04221674054861069,0.9577832818031311,-0.9155665412545204
10,31,"of going on foot or on horseback, in palanquins or unwieldy coaches;",0.15699821710586548,0.8430017828941345,-0.686003565788269
10,32,"now fast steamboats ply on the Indus and the Ganges, and a great",0.991684079170227,0.008315911516547203,0.9833681676536798
10,33,"railway, with branch lines joining the main line at many points on its",0.9775692820549011,0.02243071049451828,0.9551385715603828
10,34,"route, traverses the peninsula from Bombay to Calcutta in three days.",0.9724990129470825,0.027500994503498077,0.9449980184435844
10,35,This railway does not run in a direct line across India. The distance,0.2155725508928299,0.7844274044036865,-0.5688548535108566
10,36,"between Bombay and Calcutta, as the bird flies, is only from one",0.22069621086120605,0.7793037295341492,-0.5586075186729431
10,37,thousand to eleven hundred miles; but the deflections of the road,0.22561763226985931,0.7743824124336243,-0.548764780163765
10,38,increase this distance by more than a third.,0.980649471282959,0.01935047283768654,0.9612989984452724
10,39,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,40,The general route of the Great Indian Peninsula Railway is as follows:,0.6864129900932312,0.313586950302124,0.3728260397911072
10,41,"Leaving Bombay, it passes through Salcette, crossing to the continent",0.9905927777290344,0.009407201781868935,0.9811855759471655
10,42,"opposite Tannah, goes over the chain of the Western Ghauts, runs thence",0.8538379073143005,0.14616209268569946,0.7076758146286011
10,43,"north-east as far as Burhampoor, skirts the nearly independent",0.9639588594436646,0.03604114428162575,0.9279177151620388
10,44,"territory of Bundelcund, ascends to Allahabad, turns thence eastwardly,",0.857809841632843,0.14219020307064056,0.7156196385622025
10,45,"meeting the Ganges at Benares, then departs from the river a little,",0.9436928033828735,0.056307144463062286,0.8873856589198112
10,46,"and, descending south-eastward by Burdivan and the French town of",0.9323872327804565,0.06761278212070465,0.8647744506597519
10,47,"Chandernagor, has its terminus at Calcutta.",0.7490296959877014,0.2509703040122986,0.49805939197540283
10,48,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,49,The passengers of the  Mongolia  went ashore at half-past four p.m.; at,0.1681259125471115,0.8318740725517273,-0.6637481600046158
10,50,exactly eight the train would start for Calcutta.,0.8832781910896301,0.11672180145978928,0.7665563896298409
10,51,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,52,"Mr. Fogg, after bidding good-bye to his whist partners, left the",0.20054112374782562,0.799458920955658,-0.5989177972078323
10,53,"steamer, gave his servant several errands to do, urged it upon him to",0.9613842368125916,0.03861578181385994,0.9227684549987316
10,54,"be at the station promptly at eight, and, with his regular step, which",0.8447974324226379,0.15520252287387848,0.6895949095487595
10,55,"beat to the second, like an astronomical clock, directed his steps to",0.3096020221710205,0.6903980374336243,-0.38079601526260376
10,56,"the passport office. As for the wonders of Bombay its famous city hall,",0.9978121519088745,0.002187870442867279,0.9956242814660072
10,57,"its splendid library, its forts and docks, its bazaars, mosques,",0.9982268214225769,0.0017731643747538328,0.9964536570478231
10,58,"synagogues, its Armenian churches, and the noble pagoda on Malabar",0.9913787841796875,0.00862116925418377,0.9827576149255037
10,59,"Hill, with its two polygonal towers he cared not a straw to see them.",0.9862729907035828,0.013726933859288692,0.9725460568442941
10,60,"He would not deign to examine even the masterpieces of Elephanta, or",0.42736396193504333,0.572636067867279,-0.14527210593223572
10,61,"the mysterious hypogea, concealed south-east from the docks, or those",0.5840924978256226,0.41590750217437744,0.16818499565124512
10,62,"fine remains of Buddhist architecture, the Kanherian grottoes of the",0.992999792098999,0.007000184617936611,0.9859996074810624
10,63,island of Salcette.,0.9260683059692383,0.0739317387342453,0.852136567234993
10,64,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,65,"Having transacted his business at the passport office, Phileas Fogg",0.559694230556488,0.4403057098388672,0.11938852071762085
10,66,"repaired quietly to the railway station, where he ordered dinner. Among",0.6697220802307129,0.33027786016464233,0.33944422006607056
10,67,"the dishes served up to him, the landlord especially recommended a",0.9924397468566895,0.007560271304100752,0.9848794755525887
10,68,"certain giblet of  native rabbit,  on which he prided himself.",0.9619892835617065,0.03801075369119644,0.9239785298705101
10,69,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,70,"Mr. Fogg accordingly tasted the dish, but, despite its spiced sauce,",0.1766461879014969,0.8233538269996643,-0.6467076390981674
10,71,"found it far from palatable. He rang for the landlord, and, on his",0.0025891661643981934,0.9974108338356018,-0.9948216676712036
10,72,"appearance, said, fixing his clear eyes upon him,  Is this rabbit,",0.9613407254219055,0.03865928202867508,0.9226814433932304
10,73,sir? ,0.14598454535007477,0.8540154695510864,-0.7080309242010117
10,74,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,75," Yes, my lord,  the rogue boldly replied,  rabbit from the jungles. ",0.6752591133117676,0.3247408866882324,0.35051822662353516
10,76,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,77, And this rabbit did not mew when he was killed? ,0.015904661267995834,0.9840953946113586,-0.9681907333433628
10,78,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,79," Mew, my lord! What, a rabbit mew! I swear to you  ",0.04179715737700462,0.9582028388977051,-0.9164056815207005
10,80,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,81," Be so good, landlord, as not to swear, but remember this: cats were",0.6346700191497803,0.3653300106525421,0.26934000849723816
10,82,"formerly considered, in India, as sacred animals. That was a good",0.9974518418312073,0.0025481742341071367,0.9949036675971001
10,83,time. ,0.9837900996208191,0.016209911555051804,0.9675801880657673
10,84,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,85," For the cats, my lord? ",0.21368804574012756,0.7863119840621948,-0.5726239383220673
10,86,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,87, Perhaps for the travellers as well! ,0.9889147877693176,0.011085194535553455,0.9778295932337642
10,88,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,89,After which Mr. Fogg quietly continued his dinner. Fix had gone on,0.7911445498466492,0.20885543525218964,0.5822891145944595
10,90,"shore shortly after Mr. Fogg, and his first destination was the",0.8929086327552795,0.10709135979413986,0.7858172729611397
10,91,headquarters of the Bombay police. He made himself known as a London,0.9848700761795044,0.01512998342514038,0.969740092754364
10,92,"detective, told his business at Bombay, and the position of affairs",0.9823724627494812,0.017627527937293053,0.9647449348121881
10,93,"relative to the supposed robber, and nervously asked if a warrant had",0.027975941076874733,0.9720240235328674,-0.9440480824559927
10,94,"arrived from London. It had not reached the office; indeed, there had",0.017372937873005867,0.9826270937919617,-0.9652541559189558
10,95,"not yet been time for it to arrive. Fix was sorely disappointed, and",0.0018372804624959826,0.9981626868247986,-0.9963254063623026
10,96,tried to obtain an order of arrest from the director of the Bombay,0.01803777739405632,0.981962263584137,-0.9639244861900806
10,97,"police. This the director refused, as the matter concerned the London",0.1538781225681305,0.8461219072341919,-0.6922437846660614
10,98,"office, which alone could legally deliver the warrant. Fix did not",0.10925547778606415,0.8907445073127747,-0.7814890295267105
10,99,"insist, and was fain to resign himself to await the arrival of the",0.136520117521286,0.8634799122810364,-0.7269597947597504
10,100,important document; but he was determined not to lose sight of the,0.9951431751251221,0.004856829531490803,0.9902863455936313
10,101,mysterious rogue as long as he stayed in Bombay. He did not doubt for a,0.9942455887794495,0.005754372570663691,0.9884912162087858
10,102,"moment, any more than Passepartout, that Phileas Fogg would remain",0.05812559649348259,0.9418743252754211,-0.8837487287819386
10,103,"there, at least until it was time for the warrant to arrive.",0.097408227622509,0.9025917053222656,-0.8051834776997566
10,104,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,105,"Passepartout, however, had no sooner heard his master s orders on",0.17423288524150848,0.8257670998573303,-0.6515342146158218
10,106,leaving the  Mongolia  than he saw at once that they were to leave,0.26380595564842224,0.7361940741539001,-0.4723881185054779
10,107,"Bombay as they had done Suez and Paris, and that the journey would be",0.993707537651062,0.006292460020631552,0.9874150776304305
10,108,"extended at least as far as Calcutta, and perhaps beyond that place. He",0.9527648687362671,0.04723510891199112,0.905529759824276
10,109,began to ask himself if this bet that Mr. Fogg talked about was not,0.009520628489553928,0.9904794096946716,-0.9809587812051177
10,110,"really in good earnest, and whether his fate was not in truth forcing",0.9149289131164551,0.08507109433412552,0.8298578187823296
10,111,"him, despite his love of repose, around the world in eighty days!",0.948283314704895,0.051716700196266174,0.8965666145086288
10,112,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,113,"Having purchased the usual quota of shirts and shoes, he took a",0.42561063170433044,0.5743893384933472,-0.14877870678901672
10,114,"leisurely promenade about the streets, where crowds of people of many",0.9968243837356567,0.0031755887903273106,0.9936487949453294
10,115,"nationalities Europeans, Persians with pointed caps, Banyas with round",0.9259030818939209,0.07409686595201492,0.851806215941906
10,116,"turbans, Sindes with square bonnets, Parsees with black mitres, and",0.23311156034469604,0.7668884992599487,-0.5337769389152527
10,117,long-robed Armenians were collected. It happened to be the day of a,0.5445615649223328,0.45543843507766724,0.08912312984466553
10,118,Parsee festival. These descendants of the sect of Zoroaster the most,0.9888867735862732,0.011113252490758896,0.9777735210955143
10,119,"thrifty, civilised, intelligent, and austere of the East Indians, among",0.9932488203048706,0.006751157809048891,0.9864976624958217
10,120,whom are counted the richest native merchants of Bombay were,0.9730905890464783,0.026909425854682922,0.9461811631917953
10,121,"celebrating a sort of religious carnival, with processions and shows,",0.9837393164634705,0.01626064069569111,0.9674786757677794
10,122,"in the midst of which Indian dancing-girls, clothed in rose-coloured",0.9747282862663269,0.025271743535995483,0.9494565427303314
10,123,"gauze, looped up with gold and silver, danced airily, but with perfect",0.9983671307563782,0.001632929896004498,0.9967342008603737
10,124,"modesty, to the sound of viols and the clanging of tambourines. It is",0.995781421661377,0.004218583926558495,0.9915628377348185
10,125,needless to say that Passepartout watched these curious ceremonies with,0.5828479528427124,0.41715207695961,0.16569587588310242
10,126,"staring eyes and gaping mouth, and that his countenance was that of the",0.30787187814712524,0.6921281218528748,-0.3842562437057495
10,127,greenest booby imaginable.,0.9840922355651855,0.01590779609978199,0.9681844394654036
10,128,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,129,"Unhappily for his master, as well as himself, his curiosity drew him",0.9961661100387573,0.003833949565887451,0.9923321604728699
10,130,"unconsciously farther off than he intended to go. At last, having seen",0.85919588804245,0.14080411195755005,0.7183917760848999
10,131,"the Parsee carnival wind away in the distance, he was turning his steps",0.3293271064758301,0.6706729531288147,-0.3413458466529846
10,132,"towards the station, when he happened to espy the splendid pagoda on",0.9200193881988525,0.07998064905405045,0.8400387391448021
10,133,"Malabar Hill, and was seized with an irresistible desire to see its",0.9983365535736084,0.0016634133644402027,0.9966731402091682
10,134,interior. He was quite ignorant that it is forbidden to Christians to,0.09012794494628906,0.9098720550537109,-0.8197441101074219
10,135,"enter certain Indian temples, and that even the faithful must not go in",0.7295611500740051,0.2704388201236725,0.45912232995033264
10,136,without first leaving their shoes outside the door. It may be said here,0.8817393183708191,0.11826068162918091,0.7634786367416382
10,137,that the wise policy of the British Government severely punishes a,0.009519554674625397,0.9904804825782776,-0.9809609279036522
10,138,disregard of the practices of the native religions.,0.22199931740760803,0.7780007123947144,-0.5560013949871063
10,139,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,140,"Passepartout, however, thinking no harm, went in like a simple tourist,",0.2992965579032898,0.7007033824920654,-0.40140682458877563
10,141,and was soon lost in admiration of the splendid Brahmin ornamentation,0.9639390110969543,0.03606095165014267,0.9278780594468117
10,142,"which everywhere met his eyes, when of a sudden he found himself",0.9830796718597412,0.016920385882258415,0.9661592859774828
10,143,sprawling on the sacred flagging. He looked up to behold three enraged,0.09289997071027756,0.9071000218391418,-0.8142000511288643
10,144,"priests, who forthwith fell upon him; tore off his shoes, and began to",0.06627926230430603,0.9337207674980164,-0.8674415051937103
10,145,"beat him with loud, savage exclamations. The agile Frenchman was soon",0.9742995500564575,0.025700492784380913,0.9485990572720766
10,146,"upon his feet again, and lost no time in knocking down two of his",0.4445841908454895,0.5554158091545105,-0.110831618309021
10,147,long-gowned adversaries with his fists and a vigorous application of,0.9671353697776794,0.032864682376384735,0.9342706874012947
10,148,"his toes; then, rushing out of the pagoda as fast as his legs could",0.8472304940223694,0.15276950597763062,0.6944609880447388
10,149,"carry him, he soon escaped the third priest by mingling with the crowd",0.9820376634597778,0.01796235702931881,0.964075306430459
10,150,in the streets.,0.2096875160932541,0.7903125286102295,-0.5806250125169754
10,151,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,152,"At five minutes before eight, Passepartout, hatless, shoeless, and",0.007783213164657354,0.9922168254852295,-0.9844336123205721
10,153,"having in the squabble lost his package of shirts and shoes, rushed",0.01428991835564375,0.9857101440429688,-0.971420225687325
10,154,breathlessly into the station.,0.9167184233665466,0.08328153192996979,0.8334368914365768
10,155,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,156,"Fix, who had followed Mr. Fogg to the station, and saw that he was",0.8753605484962463,0.12463945895433426,0.7507210895419121
10,157,"really going to leave Bombay, was there, upon the platform. He had",0.969229519367218,0.030770421028137207,0.9384590983390808
10,158,"resolved to follow the supposed robber to Calcutta, and farther, if",0.5103386640548706,0.4896613657474518,0.020677298307418823
10,159,"necessary. Passepartout did not observe the detective, who stood in an",0.1822018027305603,0.8177981376647949,-0.6355963349342346
10,160,obscure corner; but Fix heard him relate his adventures in a few words,0.7852694392204285,0.21473048627376556,0.5705389529466629
10,161,to Mr. Fogg.,0.9211637377738953,0.07883621752262115,0.8423275202512741
10,162,,0.8014202117919922,0.19857975840568542,0.6028404533863068
10,163," I hope that this will not happen again,  said Phileas Fogg coldly, as",0.01202776562422514,0.9879721999168396,-0.9759444342926145
10,164,"he got into the train. Poor Passepartout, quite crestfallen, followed",0.1943090856075287,0.8056908845901489,-0.6113817989826202
10,165,his master without a word. Fix was on the point of entering another,0.04830677807331085,0.9516932964324951,-0.9033865183591843
10,166,"carriage, when an idea struck him which induced him to alter his plan.",0.17366242408752441,0.8263375759124756,-0.6526751518249512
10,167,,0.8014202117919922,0.19857975840568542,0.6028404533863068
